ISSUE_DATE;FLIGHT_DATE_LOC;PAX_TYPE;REVENUE_AMOUNT;ORIG_CITY_CODE;DEST_CITY_CODE;ROUTE_FLIGHT_TYPE;FFP_FLAG;SALE_TYPE
2022-02-26 00:00:00;2022-02-26 00:00:00;AD;190;MOW;LED;ВВЛ;;ONLINE
2022-02-23 00:00:00;2022-02-24 00:00:00;AD;520;NSK;MOW;ВВЛ;;OFFLINE
2022-02-24 00:00:00;2022-02-28 00:00:00;AD;480;MOW;BAK;МВЛ;;OFFLINE
2022-02-21 00:00:00;2022-02-24 00:00:00;AD;370;OVB;MOW;ВВЛ;FFP;ONLINE
2022-02-21 00:00:00;2022-02-22 00:00:00;AD;260;MOW;PEZ;ВВЛ;FFP;ONLINE
2022-02-23 00:00:00;2022-02-26 00:00:00;AD;300;MOW;KGD;ВВЛ;FFP;ONLINE
2022-02-17 00:00:00;2022-02-20 00:00:00;AD;930;MOW;AYT;МВЛ;;ONLINE
2022-02-25 00:00:00;2022-02-27 00:00:00;AD;350;SGC;OVB;ВВЛ;;ONLINE
2022-02-17 00:00:00;2022-02-24 00:00:00;AD;260;KJA;OVB;ВВЛ;FFP;ONLINE
2022-02-21 00:00:00;2022-02-23 00:00:00;AD;230;KRR;MOW;ВВЛ;;OFFLINE
2022-02-17 00:00:00;2022-02-21 00:00:00;AD;600;OVB;NSK;ВВЛ;;ONLINE
2022-02-21 00:00:00;2022-02-21 00:00:00;AD;370;MOW;ROV;ВВЛ;;ONLINE
2022-02-23 00:00:00;2022-02-25 00:00:00;AD;290;OVB;KJA;ВВЛ;FFP;ONLINE
2022-02-17 00:00:00;2022-02-20 00:00:00;AD;270;OMS;MOW;ВВЛ;;ONLINE
2022-02-21 00:00:00;2022-02-22 00:00:00;AD;220;MOW;LED;ВВЛ;;OFFLINE
2022-02-17 00:00:00;2022-02-23 00:00:00;AD;360;NUX;MOW;ВВЛ;FFP;ONLINE
2022-02-25 00:00:00;2022-02-27 00:00:00;AD;670;HTA;OVB;ВВЛ;;OFFLINE
2022-02-26 00:00:00;2022-02-27 00:00:00;AD;70;AER;MOW;ВВЛ;FFP;ONLINE
2022-02-17 00:00:00;2022-02-18 00:00:00;AD;370;MOW;KZN;ВВЛ;FFP;ONLINE
2022-02-22 00:00:00;2022-02-24 00:00:00;AD;740;OVB;VVO;ВВЛ;;OFFLINE
2022-02-17 00:00:00;2022-02-27 00:00:00;AD;730;OVB;TLK;ВВЛ;FFP;ONLINE
2022-02-17 00:00:00;2022-02-21 00:00:00;AD;510;KUF;SSH;МВЛ;;OFFLINE
2022-02-24 00:00:00;2022-02-27 00:00:00;AD;650;BQS;OVB;ВВЛ;;OFFLINE
2022-02-22 00:00:00;2022-02-26 00:00:00;AD;430;MQF;MOW;ВВЛ;;ONLINE
2022-02-21 00:00:00;2022-02-23 00:00:00;AD;460;MOW;UUD;ВВЛ;FFP;ONLINE
2022-02-26 00:00:00;2022-02-27 00:00:00;AD;390;KUF;MOW;ВВЛ;FFP;ONLINE
2022-02-17 00:00:00;2022-02-19 00:00:00;AD;650;OVB;LED;ВВЛ;;OFFLINE
2022-02-24 00:00:00;2022-02-25 00:00:00;AD;310;SGC;OVB;ВВЛ;;OFFLINE
2022-02-17 00:00:00;2022-02-27 00:00:00;AD;610;MOW;UUD;ВВЛ;FFP;ONLINE
2022-02-18 00:00:00;2022-02-20 00:00:00;AD;430;MOW;KEJ;ВВЛ;FFP;OFFLINE
2022-02-17 00:00:00;2022-02-21 00:00:00;AD;300;BTK;OVB;ВВЛ;;OFFLINE
2022-02-17 00:00:00;2022-02-17 00:00:00;AD;370;MOW;KRR;ВВЛ;;OFFLINE
2022-02-19 00:00:00;2022-02-23 00:00:00;AD;510;MOW;OVB;ВВЛ;;OFFLINE
2022-02-24 00:00:00;2022-02-24 00:00:00;AD;300;MOW;PEE;ВВЛ;FFP;ONLINE
2022-02-22 00:00:00;2022-02-26 00:00:00;AD;540;MOW;OMS;ВВЛ;FFP;ONLINE
2022-02-22 00:00:00;2022-02-23 00:00:00;AD;500;OVB;HTA;ВВЛ;;ONLINE
2022-02-24 00:00:00;2022-02-24 00:00:00;AD;190;MOW;LED;ВВЛ;;OFFLINE
2022-02-22 00:00:00;2022-02-23 00:00:00;AD;210;UFA;MOW;ВВЛ;FFP;OFFLINE
2022-02-23 00:00:00;2022-02-23 00:00:00;AD;110;LED;MOW;ВВЛ;FFP;ONLINE
2022-02-24 00:00:00;2022-02-28 00:00:00;AD;880;OVB;BQS;ВВЛ;;OFFLINE
2022-02-24 00:00:00;2022-02-28 00:00:00;AD;610;OVB;LED;ВВЛ;FFP;ONLINE
2022-02-26 00:00:00;2022-02-27 00:00:00;AD;130;IKT;OVB;ВВЛ;FFP;ONLINE
2022-02-17 00:00:00;2022-02-19 00:00:00;AD;420;MQF;MOW;ВВЛ;;ONLINE
2022-02-17 00:00:00;2022-02-19 00:00:00;AD;470;AAQ;OVB;ВВЛ;FFP;ONLINE
2022-02-24 00:00:00;2022-02-25 00:00:00;AD;590;MOW;BQS;ВВЛ;FFP;ONLINE
2022-02-22 00:00:00;2022-02-22 00:00:00;CHD;200;AER;MOW;ВВЛ;;OFFLINE
2022-02-23 00:00:00;2022-02-24 00:00:00;AD;350;MOW;TJM;ВВЛ;;ONLINE
2022-02-24 00:00:00;2022-02-26 00:00:00;AD;360;AER;OVB;ВВЛ;FFP;ONLINE
2022-02-26 00:00:00;2022-02-27 00:00:00;AD;280;VOG;MOW;ВВЛ;;ONLINE
2022-02-23 00:00:00;2022-02-26 00:00:00;AD;220;GOJ;MOW;ВВЛ;;ONLINE
2022-02-22 00:00:00;2022-02-23 00:00:00;AD;270;KZN;MOW;ВВЛ;;OFFLINE
2022-02-25 00:00:00;2022-02-28 00:00:00;AD;190;MOW;LED;ВВЛ;;ONLINE
2022-02-24 00:00:00;2022-02-25 00:00:00;AD;520;OVB;MOW;ВВЛ;FFP;OFFLINE
2022-02-18 00:00:00;2022-02-21 00:00:00;AD;320;OVB;FEG;МВЛ;;OFFLINE
2022-02-22 00:00:00;2022-02-27 00:00:00;AD;540;MRV;OVB;ВВЛ;;ONLINE
2022-02-18 00:00:00;2022-02-23 00:00:00;AD;300;UFA;MOW;ВВЛ;;OFFLINE
2022-02-23 00:00:00;2022-02-25 00:00:00;AD;490;PKC;OVB;ВВЛ;FFP;ONLINE
2022-02-19 00:00:00;2022-02-26 00:00:00;AD;770;NVI;OVB;МВЛ;;OFFLINE
2022-02-25 00:00:00;2022-02-27 00:00:00;AD;410;NJC;OVB;ВВЛ;;ONLINE
2022-02-23 00:00:00;2022-02-27 00:00:00;AD;380;UFA;MOW;ВВЛ;;OFFLINE
2022-02-18 00:00:00;2022-02-21 00:00:00;AD;320;EGO;MOW;ВВЛ;;ONLINE
2022-02-25 00:00:00;2022-02-26 00:00:00;CHD;270;MOW;AER;ВВЛ;;ONLINE
2022-02-22 00:00:00;2022-02-24 00:00:00;AD;310;KUF;MOW;ВВЛ;FFP;OFFLINE
2022-02-22 00:00:00;2022-02-24 00:00:00;AD;170;MOW;MMK;ВВЛ;;OFFLINE
2022-02-23 00:00:00;2022-02-25 00:00:00;AD;360;OVB;MOW;ВВЛ;FFP;ONLINE
2022-02-18 00:00:00;2022-02-23 00:00:00;AD;190;AER;MOW;ВВЛ;FFP;ONLINE
2022-02-23 00:00:00;2022-02-25 00:00:00;AD;320;OVB;IKT;ВВЛ;;ONLINE
2022-02-25 00:00:00;2022-02-28 00:00:00;AD;270;KUF;UGC;МВЛ;;OFFLINE
2022-02-26 00:00:00;2022-02-26 00:00:00;AD;470;OVB;SVX;ВВЛ;;OFFLINE
2022-02-19 00:00:00;2022-02-22 00:00:00;AD;250;MOW;SIP;ВВЛ;;OFFLINE
2022-02-27 00:00:00;2022-02-28 00:00:00;AD;290;OMS;MOW;ВВЛ;FFP;ONLINE
2022-02-25 00:00:00;2022-02-26 00:00:00;AD;250;LED;MOW;ВВЛ;;OFFLINE
2022-02-24 00:00:00;2022-02-28 00:00:00;AD;250;MOW;SVX;ВВЛ;;ONLINE
2022-02-18 00:00:00;2022-02-20 00:00:00;AD;330;AER;MOW;ВВЛ;;ONLINE
2022-02-23 00:00:00;2022-02-27 00:00:00;AD;430;NJC;MOW;ВВЛ;;OFFLINE
2022-02-23 00:00:00;2022-02-27 00:00:00;AD;140;MOW;MCX;ВВЛ;;ONLINE
2022-02-21 00:00:00;2022-02-23 00:00:00;AD;1120;FEG;IKT;МВЛ;;OFFLINE
2022-02-19 00:00:00;2022-02-21 00:00:00;AD;370;MOW;OVB;ВВЛ;FFP;ONLINE
2022-06-14 00:00:00;2022-08-10 00:00:00;AD;380;MOW;AER;ВВЛ;;ONLINE
2022-06-14 00:00:00;2022-08-17 00:00:00;AD;400;MOW;AER;ВВЛ;;ONLINE
2022-06-17 00:00:00;2022-08-24 00:00:00;AD;380;MOW;AER;ВВЛ;;OFFLINE
2022-06-16 00:00:00;2022-08-05 00:00:00;AD;890;NSK;MOW;ВВЛ;;ONLINE
2022-06-17 00:00:00;2022-08-20 00:00:00;AD;820;MOW;BQS;ВВЛ;FFP;ONLINE
2022-06-06 00:00:00;2022-08-10 00:00:00;AD;830;OVB;VVO;ВВЛ;;OFFLINE
2022-06-18 00:00:00;2022-08-14 00:00:00;AD;480;OVB;MCX;ВВЛ;FFP;ONLINE
2022-06-04 00:00:00;2022-08-16 00:00:00;CHD;360;AER;MOW;ВВЛ;;OFFLINE
2022-05-28 00:00:00;2022-08-27 00:00:00;AD;360;KGD;MOW;ВВЛ;FFP;ONLINE
2022-06-14 00:00:00;2022-08-30 00:00:00;AD;280;VOG;MOW;ВВЛ;FFP;ONLINE
2022-06-17 00:00:00;2022-08-29 00:00:00;AD;490;OVB;UFA;ВВЛ;;ONLINE
2022-06-05 00:00:00;2022-08-06 00:00:00;AD;460;AER;MOW;ВВЛ;FFP;ONLINE
2022-06-18 00:00:00;2022-08-21 00:00:00;AD;640;KGD;OVB;ВВЛ;FFP;ONLINE
2022-05-30 00:00:00;2022-08-06 00:00:00;CHD;390;MOW;AER;ВВЛ;FFP;ONLINE
2022-06-19 00:00:00;2022-08-13 00:00:00;AD;440;NJC;OVB;ВВЛ;FFP;ONLINE
2022-06-13 00:00:00;2022-08-02 00:00:00;AD;540;OVB;AER;ВВЛ;FFP;ONLINE
2022-07-09 00:00:00;2022-08-04 00:00:00;AD;810;OVB;VVO;ВВЛ;;OFFLINE
2022-06-14 00:00:00;2022-08-31 00:00:00;AD;590;OVB;AER;ВВЛ;FFP;OFFLINE
2022-06-12 00:00:00;2022-08-20 00:00:00;AD;530;OVB;LED;ВВЛ;FFP;ONLINE
2022-06-12 00:00:00;2022-08-03 00:00:00;AD;730;OVB;NSK;ВВЛ;;ONLINE
2022-06-30 00:00:00;2022-08-17 00:00:00;AD;570;OVB;IKT;ВВЛ;;OFFLINE
2022-06-29 00:00:00;2022-08-27 00:00:00;CHD;440;LBD;OVB;МВЛ;;OFFLINE
2022-06-02 00:00:00;2022-08-20 00:00:00;AD;400;NUX;MOW;ВВЛ;FFP;ONLINE
2022-06-19 00:00:00;2022-08-13 00:00:00;AD;450;MOW;RGK;ВВЛ;;ONLINE
2022-06-19 00:00:00;2022-08-10 00:00:00;AD;360;KGD;MOW;ВВЛ;FFP;ONLINE
2022-05-30 00:00:00;2022-08-15 00:00:00;AD;480;MOW;AER;ВВЛ;;ONLINE
2022-06-15 00:00:00;2022-08-02 00:00:00;AD;410;OVB;SVX;ВВЛ;FFP;ONLINE
2022-06-13 00:00:00;2022-08-02 00:00:00;AD;610;MOW;IKT;ВВЛ;FFP;ONLINE
2022-06-06 00:00:00;2022-08-10 00:00:00;AD;390;MOW;MRV;ВВЛ;;ONLINE
2022-06-15 00:00:00;2022-08-04 00:00:00;AD;470;UUS;KHV;ВВЛ;;OFFLINE
2022-06-20 00:00:00;2022-08-07 00:00:00;AD;440;VVO;UUS;ВВЛ;;ONLINE
2022-08-08 00:00:00;2022-08-09 00:00:00;AD;410;UFA;MOW;ВВЛ;;OFFLINE
2022-06-20 00:00:00;2022-08-07 00:00:00;AD;580;RGK;MOW;ВВЛ;FFP;ONLINE
2022-06-22 00:00:00;2022-08-08 00:00:00;AD;460;UUD;VVO;ВВЛ;;OFFLINE
2022-06-11 00:00:00;2022-08-18 00:00:00;AD;270;MOW;VOG;ВВЛ;FFP;ONLINE
2022-07-21 00:00:00;2022-08-31 00:00:00;AD;210;OVB;KEJ;ВВЛ;FFP;OFFLINE
2022-07-08 00:00:00;2022-08-11 00:00:00;CHD;390;RGK;MOW;ВВЛ;;OFFLINE
2022-06-15 00:00:00;2022-08-10 00:00:00;AD;470;MOW;LBD;МВЛ;;ONLINE
2022-06-04 00:00:00;2022-08-22 00:00:00;INF;0;CEK;OVB;ВВЛ;;ONLINE
2022-06-23 00:00:00;2022-08-02 00:00:00;CHD;750;OVB;VVO;ВВЛ;;OFFLINE
2022-06-04 00:00:00;2022-08-19 00:00:00;AD;280;MMK;MOW;ВВЛ;;ONLINE
2022-09-02 00:00:00;2022-09-23 00:00:00;AD;350;NOJ;OVB;ВВЛ;;OFFLINE
2022-08-24 00:00:00;2022-09-24 00:00:00;AD;520;KEJ;MOW;ВВЛ;;ONLINE
2022-09-13 00:00:00;2022-09-21 00:00:00;AD;140;MOW;LED;ВВЛ;FFP;ONLINE
2022-08-27 00:00:00;2022-09-30 00:00:00;AD;390;MRV;MOW;ВВЛ;;ONLINE
2022-09-01 00:00:00;2022-09-02 00:00:00;AD;1620;SVX;CEK;ВВЛ;;OFFLINE
2022-08-25 00:00:00;2022-09-03 00:00:00;AD;250;OVB;BQS;ВВЛ;FFP;ONLINE
2022-08-27 00:00:00;2022-09-02 00:00:00;AD;380;IKT;KHV;ВВЛ;;ONLINE
2022-08-18 00:00:00;2022-09-06 00:00:00;AD;760;OVB;KZN;ВВЛ;;OFFLINE
2022-09-17 00:00:00;2022-09-24 00:00:00;AD;420;MOW;AER;ВВЛ;;OFFLINE
2022-09-02 00:00:00;2022-09-09 00:00:00;AD;520;LBD;MOW;МВЛ;;OFFLINE
2022-08-31 00:00:00;2022-09-27 00:00:00;AD;280;IKT;OVB;ВВЛ;FFP;ONLINE
2022-08-25 00:00:00;2022-09-18 00:00:00;AD;650;AER;OVB;ВВЛ;FFP;ONLINE
2022-09-12 00:00:00;2022-09-16 00:00:00;AD;770;IKT;MOW;ВВЛ;;OFFLINE
2022-08-24 00:00:00;2022-09-02 00:00:00;AD;540;RGK;MOW;ВВЛ;FFP;ONLINE
2022-08-26 00:00:00;2022-09-11 00:00:00;AD;430;OVB;SGC;ВВЛ;;OFFLINE
2022-09-12 00:00:00;2022-09-16 00:00:00;CHD;150;VOG;MOW;ВВЛ;;ONLINE
2022-08-18 00:00:00;2022-09-26 00:00:00;AD;630;IKT;AER;ВВЛ;FFP;ONLINE
2022-08-27 00:00:00;2022-09-07 00:00:00;AD;260;MOW;UFA;ВВЛ;;OFFLINE
2022-08-25 00:00:00;2022-09-17 00:00:00;AD;260;KZN;MOW;ВВЛ;FFP;OFFLINE
2022-09-12 00:00:00;2022-09-19 00:00:00;AD;310;MOW;LBD;МВЛ;;ONLINE
2022-08-24 00:00:00;2022-09-20 00:00:00;AD;340;UFA;MOW;ВВЛ;;OFFLINE
2022-08-27 00:00:00;2022-09-21 00:00:00;AD;380;KGD;MOW;ВВЛ;;OFFLINE
2022-08-26 00:00:00;2022-09-23 00:00:00;AD;930;OVB;KHV;ВВЛ;FFP;OFFLINE
2022-09-08 00:00:00;2022-09-09 00:00:00;CHD;400;OVB;LED;ВВЛ;FFP;ONLINE
2022-08-18 00:00:00;2022-09-11 00:00:00;AD;670;IKT;MOW;ВВЛ;FFP;ONLINE
2022-09-12 00:00:00;2022-09-17 00:00:00;AD;410;OVB;OSS;МВЛ;;ONLINE
2022-09-01 00:00:00;2022-09-16 00:00:00;AD;290;MRV;MOW;ВВЛ;;OFFLINE
2022-08-31 00:00:00;2022-09-02 00:00:00;AD;190;GOJ;MOW;ВВЛ;;ONLINE
2022-08-25 00:00:00;2022-09-03 00:00:00;AD;470;MOW;OVB;ВВЛ;FFP;ONLINE
2022-08-24 00:00:00;2022-09-09 00:00:00;AD;640;MOW;ABA;ВВЛ;FFP;ONLINE
2022-08-29 00:00:00;2022-09-04 00:00:00;AD;1030;MOW;BQS;ВВЛ;FFP;OFFLINE
2022-09-02 00:00:00;2022-09-24 00:00:00;AD;490;NER;OVB;ВВЛ;;OFFLINE
2022-09-09 00:00:00;2022-09-18 00:00:00;AD;860;AER;IKT;ВВЛ;;OFFLINE
2022-09-13 00:00:00;2022-09-14 00:00:00;AD;380;OVB;PKC;ВВЛ;FFP;ONLINE
2022-08-28 00:00:00;2022-09-06 00:00:00;AD;700;OVB;KHV;ВВЛ;FFP;ONLINE
2022-09-16 00:00:00;2022-09-18 00:00:00;AD;430;REN;OVB;ВВЛ;;OFFLINE
2022-08-25 00:00:00;2022-09-08 00:00:00;AD;360;MOW;AER;ВВЛ;FFP;ONLINE
2022-09-02 00:00:00;2022-09-11 00:00:00;AD;650;UUD;MOW;ВВЛ;FFP;ONLINE
2022-09-11 00:00:00;2022-09-30 00:00:00;AD;280;OVB;UFA;ВВЛ;FFP;ONLINE
2022-09-10 00:00:00;2022-09-18 00:00:00;AD;450;MOW;OSS;МВЛ;;ONLINE
2022-08-19 00:00:00;2022-09-10 00:00:00;AD;450;IKT;OVB;ВВЛ;FFP;OFFLINE
2022-09-01 00:00:00;2022-09-15 00:00:00;AD;610;MOW;NJC;ВВЛ;;OFFLINE
2022-08-28 00:00:00;2022-09-01 00:00:00;AD;630;MOW;IKT;ВВЛ;;ONLINE
2022-08-25 00:00:00;2022-09-06 00:00:00;AD;350;AER;MOW;ВВЛ;;OFFLINE
2022-08-26 00:00:00;2022-09-01 00:00:00;AD;740;MOW;UUD;ВВЛ;;OFFLINE
2022-09-01 00:00:00;2022-09-01 00:00:00;AD;330;MOW;KGD;ВВЛ;FFP;ONLINE
2022-09-13 00:00:00;2022-09-13 00:00:00;AD;260;MOW;LED;ВВЛ;;OFFLINE
2022-09-12 00:00:00;2022-09-15 00:00:00;AD;900;KHV;OVB;ВВЛ;;ONLINE
2022-08-26 00:00:00;2022-09-02 00:00:00;AD;780;GDX;OVB;ВВЛ;;ONLINE
2022-08-22 00:00:00;2022-09-06 00:00:00;AD;290;UUD;OVB;ВВЛ;FFP;ONLINE
2022-09-10 00:00:00;2022-09-30 00:00:00;INF;0;BTK;MOW;ВВЛ;;ONLINE
2022-09-12 00:00:00;2022-09-26 00:00:00;AD;570;OVB;PKC;ВВЛ;;OFFLINE
2022-08-28 00:00:00;2022-09-02 00:00:00;AD;200;LED;MOW;ВВЛ;;OFFLINE
2022-08-28 00:00:00;2022-09-19 00:00:00;AD;270;MMK;MOW;ВВЛ;;OFFLINE
2022-09-12 00:00:00;2022-09-12 00:00:00;AD;450;MOW;OVB;ВВЛ;FFP;ONLINE
2022-08-28 00:00:00;2022-09-03 00:00:00;AD;200;MOW;LED;ВВЛ;;OFFLINE
2022-08-28 00:00:00;2022-09-08 00:00:00;AD;720;OVB;VVO;ВВЛ;;ONLINE
2022-09-10 00:00:00;2022-09-11 00:00:00;AD;410;MOW;GRV;ВВЛ;;OFFLINE
2022-09-17 00:00:00;2022-09-17 00:00:00;AD;260;PEE;MOW;ВВЛ;;ONLINE
2022-09-10 00:00:00;2022-09-11 00:00:00;AD;290;KHV;UUS;ВВЛ;FFP;ONLINE
2022-08-31 00:00:00;2022-09-02 00:00:00;AD;210;MOW;KUF;ВВЛ;;ONLINE
2022-09-12 00:00:00;2022-09-23 00:00:00;CHD;270;MOW;KGD;ВВЛ;;OFFLINE
2022-08-31 00:00:00;2022-09-07 00:00:00;AD;770;TAS;MOW;МВЛ;;OFFLINE
2022-08-28 00:00:00;2022-09-20 00:00:00;INF;0;MOW;KGD;ВВЛ;;ONLINE
2022-08-25 00:00:00;2022-09-04 00:00:00;AD;980;OVB;PKC;ВВЛ;;ONLINE
2022-08-25 00:00:00;2022-09-04 00:00:00;AD;520;NYM;MOW;ВВЛ;;ONLINE
2022-09-12 00:00:00;2022-09-19 00:00:00;AD;230;MOW;VOG;ВВЛ;;ONLINE
2022-08-25 00:00:00;2022-09-09 00:00:00;AD;1190;YKS;MOW;ВВЛ;FFP;ONLINE
2022-08-28 00:00:00;2022-09-26 00:00:00;AD;570;AER;OVB;ВВЛ;;ONLINE
2022-09-11 00:00:00;2022-09-20 00:00:00;AD;180;MOW;KUF;ВВЛ;;OFFLINE
2022-08-25 00:00:00;2022-09-01 00:00:00;AD;620;KZN;OVB;ВВЛ;;OFFLINE
2022-09-02 00:00:00;2022-09-14 00:00:00;AD;300;MOW;ASF;ВВЛ;FFP;ONLINE
2022-09-01 00:00:00;2022-09-05 00:00:00;AD;440;MOW;MMK;ВВЛ;;OFFLINE
2022-08-19 00:00:00;2022-09-25 00:00:00;AD;370;MOW;MRV;ВВЛ;;ONLINE
2022-08-28 00:00:00;2022-09-15 00:00:00;AD;280;MMK;MOW;ВВЛ;;OFFLINE
2022-08-26 00:00:00;2022-09-02 00:00:00;AD;440;KZN;MOW;ВВЛ;;OFFLINE
2022-09-02 00:00:00;2022-09-13 00:00:00;AD;530;OVB;MRV;ВВЛ;;OFFLINE
2022-09-02 00:00:00;2022-09-19 00:00:00;AD;580;UFA;OVB;ВВЛ;;OFFLINE
2022-08-25 00:00:00;2022-09-06 00:00:00;AD;880;OVB;VVO;ВВЛ;FFP;ONLINE
2022-09-16 00:00:00;2022-09-20 00:00:00;AD;770;OVB;UFA;ВВЛ;;OFFLINE
2022-09-12 00:00:00;2022-09-13 00:00:00;AD;290;KUF;MOW;ВВЛ;FFP;ONLINE
2022-09-11 00:00:00;2022-09-17 00:00:00;AD;490;IWA;AER;ВВЛ;;OFFLINE
2022-08-26 00:00:00;2022-09-12 00:00:00;AD;590;BQS;MOW;ВВЛ;;OFFLINE
2022-09-12 00:00:00;2022-09-20 00:00:00;AD;870;AER;OVB;ВВЛ;FFP;ONLINE
2022-09-11 00:00:00;2022-09-16 00:00:00;AD;290;MOW;PEE;ВВЛ;;ONLINE
2022-09-01 00:00:00;2022-09-02 00:00:00;AD;260;MOW;KZN;ВВЛ;;OFFLINE
2022-09-01 00:00:00;2022-09-12 00:00:00;AD;410;OVB;MOW;ВВЛ;;OFFLINE
2022-08-29 00:00:00;2022-09-03 00:00:00;AD;500;IKT;OVB;ВВЛ;FFP;ONLINE
2022-09-01 00:00:00;2022-09-13 00:00:00;AD;510;LED;IKT;ВВЛ;FFP;ONLINE
2022-09-14 00:00:00;2022-09-14 00:00:00;AD;420;IKT;OVB;ВВЛ;;OFFLINE
2022-09-05 00:00:00;2022-09-15 00:00:00;AD;250;MOW;OVB;ВВЛ;;ONLINE
2022-09-06 00:00:00;2022-09-06 00:00:00;AD;370;OVB;KHV;ВВЛ;;ONLINE
2022-09-01 00:00:00;2022-09-01 00:00:00;AD;170;MOW;KZN;ВВЛ;FFP;ONLINE
2022-09-13 00:00:00;2022-09-22 00:00:00;AD;550;YKS;MOW;ВВЛ;FFP;ONLINE
2022-09-11 00:00:00;2022-09-24 00:00:00;AD;270;LED;MOW;ВВЛ;FFP;ONLINE
2022-09-12 00:00:00;2022-09-16 00:00:00;AD;300;MMK;MOW;ВВЛ;FFP;ONLINE
2022-09-11 00:00:00;2022-09-13 00:00:00;AD;380;IKT;KHV;ВВЛ;;ONLINE
2022-08-26 00:00:00;2022-09-12 00:00:00;AD;390;MOW;MRV;ВВЛ;;OFFLINE
2022-09-12 00:00:00;2022-09-20 00:00:00;AD;310;MOW;AER;ВВЛ;;ONLINE
2022-09-07 00:00:00;2022-09-10 00:00:00;AD;290;OVB;NOZ;ВВЛ;;OFFLINE
2022-09-01 00:00:00;2022-09-18 00:00:00;AD;400;IKT;VVO;ВВЛ;FFP;ONLINE
2022-09-02 00:00:00;2022-09-29 00:00:00;INF;0;IKT;MOW;ВВЛ;;OFFLINE
2022-08-25 00:00:00;2022-09-04 00:00:00;AD;390;OVB;SGC;ВВЛ;;OFFLINE
2022-09-27 00:00:00;2022-09-27 00:00:00;AD;250;OVB;KJA;ВВЛ;FFP;OFFLINE
2022-09-02 00:00:00;2022-09-15 00:00:00;AD;430;OVB;LED;ВВЛ;FFP;OFFLINE
2022-08-19 00:00:00;2022-09-09 00:00:00;AD;270;MOW;VOG;ВВЛ;;OFFLINE
2022-08-25 00:00:00;2022-09-16 00:00:00;AD;390;OVB;FRU;МВЛ;;OFFLINE
2022-09-13 00:00:00;2022-09-27 00:00:00;AD;340;IKT;OVB;ВВЛ;FFP;ONLINE
2022-09-11 00:00:00;2022-09-17 00:00:00;AD;460;TJM;NUX;ВВЛ;;OFFLINE
2022-08-29 00:00:00;2022-09-10 00:00:00;AD;400;MOW;UFA;ВВЛ;FFP;OFFLINE
2022-09-11 00:00:00;2022-09-21 00:00:00;AD;410;TOF;MOW;ВВЛ;FFP;ONLINE
2022-09-02 00:00:00;2022-09-05 00:00:00;AD;310;MOW;PEE;ВВЛ;FFP;ONLINE
2022-09-13 00:00:00;2022-09-19 00:00:00;AD;450;TOF;MOW;ВВЛ;;ONLINE
2022-08-29 00:00:00;2022-09-01 00:00:00;AD;380;MOW;CEK;ВВЛ;;OFFLINE
2022-09-11 00:00:00;2022-09-21 00:00:00;AD;260;KGD;MOW;ВВЛ;FFP;ONLINE
2022-09-02 00:00:00;2022-09-07 00:00:00;AD;350;OVB;PEE;ВВЛ;FFP;ONLINE
2022-08-19 00:00:00;2022-09-19 00:00:00;AD;550;MOW;TOF;ВВЛ;;ONLINE
2022-09-20 00:00:00;2022-09-22 00:00:00;AD;560;KHV;IKT;ВВЛ;;OFFLINE
2022-09-19 00:00:00;2022-09-26 00:00:00;AD;390;OVB;SVX;ВВЛ;FFP;OFFLINE
2022-09-02 00:00:00;2022-09-26 00:00:00;AD;400;LED;OVB;ВВЛ;FFP;ONLINE
2022-08-26 00:00:00;2022-09-25 00:00:00;AD;390;MOW;OGZ;ВВЛ;;ONLINE
2022-09-12 00:00:00;2022-09-18 00:00:00;AD;340;OVB;KJA;ВВЛ;;OFFLINE
2022-09-03 00:00:00;2022-09-04 00:00:00;AD;660;MOW;YKS;ВВЛ;FFP;ONLINE
2022-09-02 00:00:00;2022-09-03 00:00:00;AD;250;MOW;KUF;ВВЛ;;OFFLINE
2022-08-29 00:00:00;2022-09-04 00:00:00;AD;720;MOW;BQS;ВВЛ;;ONLINE
2022-09-02 00:00:00;2022-09-03 00:00:00;AD;430;ABA;OVB;ВВЛ;;ONLINE
2022-09-11 00:00:00;2022-09-12 00:00:00;AD;230;GOJ;MOW;ВВЛ;;OFFLINE
2022-09-13 00:00:00;2022-09-25 00:00:00;AD;240;MOW;LED;ВВЛ;FFP;ONLINE
2022-09-13 00:00:00;2022-09-28 00:00:00;CHD;340;TOF;MOW;ВВЛ;;ONLINE
2022-08-29 00:00:00;2022-09-03 00:00:00;AD;250;MOW;PEE;ВВЛ;FFP;OFFLINE
2022-09-02 00:00:00;2022-09-04 00:00:00;AD;750;MOW;IKT;ВВЛ;;OFFLINE
2022-09-11 00:00:00;2022-09-20 00:00:00;AD;630;IKT;VVO;ВВЛ;FFP;ONLINE
2022-08-26 00:00:00;2022-09-07 00:00:00;AD;340;MOW;PEZ;ВВЛ;;OFFLINE
2022-09-12 00:00:00;2022-09-14 00:00:00;AD;810;KGD;OVB;ВВЛ;;OFFLINE
2022-08-20 00:00:00;2022-09-25 00:00:00;AD;210;MOW;KZN;ВВЛ;FFP;ONLINE
2022-09-04 00:00:00;2022-09-04 00:00:00;AD;200;MOW;KZN;ВВЛ;;OFFLINE
