Region_id;Country_id;Item_id;Sales Channel;Order ID;Pay Date;Units Sold;Unit Price;Unit Cost
7;157;2;1;85725;10.03.2021;765;255.28;159.42
1;79;3;1;52201;21.03.2021;5649;421.89;364.69
3;13;3;1;45787;01.03.2021;5456;421.89;364.69
2;101;4;2;80239;06.03.2021;3940;205.70;117.11
6;104;11;1;41341;30.03.2021;6888;152.58;97.44
1;172;3;2;91912;18.03.2021;7117;421.89;364.69
4;59;9;2;86800;27.03.2021;9476;81.73;56.67
4;7;12;2;67885;01.03.2021;5844;109.28;35.84
7;112;6;1;39078;08.03.2021;133;9.33;6.92
4;40;9;2;11322;14.03.2021;3285;81.73;56.67
2;180;2;1;47590;07.03.2021;8274;255.28;159.42
4;115;1;2;37887;13.03.2021;5104;668.27;502.54
5;11;9;1;14249;06.03.2021;5812;81.73;56.67
1;120;4;2;15744;21.03.2021;9465;205.70;117.11
7;156;11;1;43470;29.03.2021;7162;152.58;97.44
7;110;10;2;15557;09.03.2021;7032;47.45;31.79
2;51;2;1;82166;15.03.2021;9238;255.28;159.42
7;28;2;2;40491;07.03.2021;970;255.28;159.42
4;93;8;2;99753;06.03.2021;1453;651.21;524.96
7;119;11;1;26208;08.03.2021;6942;152.58;97.44
3;42;12;2;88143;29.03.2021;5722;109.28;35.84
7;20;12;1;20875;04.03.2021;3112;109.28;35.84
1;18;10;2;61751;28.03.2021;6459;47.45;31.79
7;156;1;2;95153;02.03.2021;144;668.27;502.54
4;147;4;1;57492;24.03.2021;578;205.70;117.11
4;82;8;2;72208;02.03.2021;1203;651.21;524.96
1;85;3;2;44778;05.03.2021;7493;421.89;364.69
4;68;3;2;67704;15.03.2021;1953;421.89;364.69
1;152;4;2;15524;10.03.2021;9118;205.70;117.11
5;171;6;1;39804;08.03.2021;557;9.33;6.92
2;180;3;1;74144;09.03.2021;9868;421.89;364.69
7;32;1;1;59173;06.03.2021;7680;668.27;502.54
7;29;4;2;77553;02.03.2021;6655;205.70;117.11
7;17;3;2;38975;19.03.2021;6486;421.89;364.69
5;90;4;1;85164;19.03.2021;8895;205.70;117.11
4;15;7;1;94874;04.03.2021;2638;154.06;90.93
7;110;7;2;88891;23.03.2021;8501;154.06;90.93
1;70;8;2;95033;06.03.2021;4301;651.21;524.96
1;127;3;1;13149;05.03.2021;9888;421.89;364.69
3;6;12;1;20117;30.03.2021;2140;109.28;35.84
7;118;10;2;74851;29.03.2021;9969;47.45;31.79
7;63;4;2;53291;21.03.2021;9317;205.70;117.11
1;98;10;2;63411;25.03.2021;8158;47.45;31.79
7;145;4;2;40217;28.03.2021;1497;205.70;117.11
1;179;5;1;60744;19.03.2021;6370;437.20;263.33
4;2;10;2;29061;13.03.2021;6844;47.45;31.79
3;165;3;2;81264;19.03.2021;9019;421.89;364.69
7;5;9;1;90485;21.03.2021;6023;81.73;56.67
1;182;6;2;71885;05.03.2021;3018;9.33;6.92
2;113;10;1;47655;16.03.2021;2197;47.45;31.79
2;81;9;2;92020;09.03.2021;7782;81.73;56.67
4;40;3;2;16234;24.03.2021;1030;421.89;364.69
5;170;8;2;43584;19.03.2021;5225;651.21;524.96
5;109;3;1;44387;08.03.2021;686;421.89;364.69
3;117;8;1;30991;07.03.2021;9761;651.21;524.96
4;7;2;1;22777;02.03.2021;1830;255.28;159.42
7;151;10;2;91155;02.03.2021;8304;47.45;31.79
4;132;12;1;44568;18.03.2021;7626;109.28;35.84
1;70;4;2;13490;11.03.2021;268;205.70;117.11
2;52;7;2;45425;10.03.2021;3737;154.06;90.93
4;93;11;2;59910;11.03.2021;7567;152.58;97.44
1;155;2;2;73512;09.03.2021;8327;255.28;159.42
3;165;11;2;64829;19.03.2021;4615;152.58;97.44
7;23;12;1;19492;21.03.2021;2061;109.28;35.84
4;2;3;1;65162;04.03.2021;8327;421.89;364.69
3;6;7;2;66530;26.03.2021;8103;154.06;90.93
3;65;2;2;30321;16.03.2021;8115;255.28;159.42
2;44;7;2;60290;12.03.2021;2117;154.06;90.93
7;145;5;1;42222;27.03.2021;5895;437.20;263.33
5;90;4;1;48936;01.03.2021;2267;205.70;117.11
3;46;1;2;25279;28.03.2021;6080;668.27;502.54
1;107;3;1;13131;22.03.2021;9216;421.89;364.69
3;61;10;1;16405;17.03.2021;5585;47.45;31.79
4;139;8;2;46041;12.03.2021;6130;651.21;524.96
2;44;4;2;75014;05.03.2021;3823;205.70;117.11
3;165;7;2;83329;16.03.2021;8671;154.06;90.93
7;153;4;2;13021;04.03.2021;2709;205.70;117.11
7;58;3;1;83159;07.03.2021;5005;421.89;364.69
1;12;3;2;24840;09.03.2021;6657;421.89;364.69
7;166;4;1;26195;08.03.2021;5795;205.70;117.11
1;127;11;1;57384;18.03.2021;2580;152.58;97.44
4;133;1;2;95601;24.03.2021;4205;668.27;502.54
5;123;5;1;80068;25.03.2021;9893;437.20;263.33
1;111;10;2;47041;13.03.2021;5899;47.45;31.79
7;23;8;2;84806;10.03.2021;510;651.21;524.96
1;25;4;1;18680;16.03.2021;9042;205.70;117.11
1;21;6;2;86012;11.03.2021;8845;9.33;6.92
2;51;5;1;81181;25.03.2021;4297;437.20;263.33
1;31;2;1;30600;06.03.2021;1811;255.28;159.42
7;96;2;1;57709;24.03.2021;4829;255.28;159.42
7;58;10;1;67984;26.03.2021;8824;47.45;31.79
7;55;2;1;63928;16.03.2021;6301;255.28;159.42
6;27;10;2;10077;20.03.2021;1797;47.45;31.79
5;130;3;2;58001;25.03.2021;6878;421.89;364.69
7;156;3;1;51296;25.03.2021;5144;421.89;364.69
7;184;9;1;20592;25.03.2021;7224;81.73;56.67
3;66;6;1;48552;13.03.2021;5779;9.33;6.92
7;32;2;1;44867;22.03.2021;502;255.28;159.42
7;80;5;1;61260;28.03.2021;3117;437.20;263.33
7;102;6;2;66488;15.03.2021;2377;9.33;6.92
7;24;6;2;81335;23.03.2021;9070;9.33;6.92
3;136;9;1;43620;28.03.2021;1013;81.73;56.67
7;145;4;1;33190;26.03.2021;8054;205.70;117.11
7;156;4;1;46927;09.03.2021;7074;205.70;117.11
1;172;5;1;43740;30.03.2021;6983;437.20;263.33
4;115;3;2;79573;27.03.2021;3724;421.89;364.69
6;60;9;1;82398;12.03.2021;5270;81.73;56.67
4;175;7;1;77222;21.03.2021;6627;154.06;90.93
4;73;6;2;51079;02.03.2021;4830;9.33;6.92
4;175;2;1;88038;27.03.2021;3947;255.28;159.42
5;90;11;1;54197;20.03.2021;76;152.58;97.44
1;162;7;2;92685;01.03.2021;6348;154.06;90.93
7;110;1;1;38665;22.03.2021;7923;668.27;502.54
5;176;6;2;94328;09.03.2021;6994;9.33;6.92
4;4;2;2;63898;27.03.2021;7785;255.28;159.42
1;155;5;2;28630;19.03.2021;1550;437.20;263.33
7;153;1;1;31809;14.03.2021;1576;668.27;502.54
1;111;3;2;33755;22.03.2021;8179;421.89;364.69
5;10;7;1;46814;30.03.2021;3709;154.06;90.93
7;156;5;2;90367;12.03.2021;7546;437.20;263.33
2;81;8;2;55826;04.03.2021;1100;651.21;524.96
4;92;10;2;21632;28.03.2021;2814;47.45;31.79
5;171;4;2;28258;25.03.2021;3161;205.70;117.11
7;134;8;2;33211;18.03.2021;9648;651.21;524.96
4;94;6;2;46026;19.03.2021;1808;9.33;6.92
3;66;11;1;83270;18.03.2021;6211;152.58;97.44
2;138;8;1;33543;16.03.2021;1454;651.21;524.96
4;92;6;2;62473;22.03.2021;3168;9.33;6.92
7;34;6;1;27723;25.03.2021;9013;9.33;6.92
1;172;8;1;63984;13.03.2021;3682;651.21;524.96
7;39;1;2;87980;29.03.2021;3899;668.27;502.54
2;126;11;1;23467;30.03.2021;3419;152.58;97.44
5;176;1;2;26229;24.03.2021;8027;668.27;502.54
4;56;11;2;79085;19.03.2021;541;152.58;97.44
7;167;10;2;36883;18.03.2021;5810;47.45;31.79
2;51;8;2;31503;21.03.2021;5713;651.21;524.96
4;106;12;1;66857;04.03.2021;4162;109.28;35.84
7;24;7;2;63886;14.03.2021;2099;154.06;90.93
7;185;8;2;85564;19.03.2021;2498;651.21;524.96
7;47;5;1;21896;30.03.2021;5364;437.20;263.33
3;137;12;2;84918;27.03.2021;2732;109.28;35.84
6;60;5;1;43698;07.03.2021;3670;437.20;263.33
5;72;8;1;79335;12.03.2021;9277;651.21;524.96
7;55;8;1;19957;01.03.2021;7682;651.21;524.96
4;35;11;1;15727;12.03.2021;9048;152.58;97.44
4;35;9;1;43836;09.03.2021;565;81.73;56.67
1;127;4;1;43508;20.03.2021;1458;205.70;117.11
4;86;6;2;50999;30.03.2021;7982;9.33;6.92
7;118;6;1;64594;13.03.2021;8423;9.33;6.92
4;105;1;1;89611;19.03.2021;8098;668.27;502.54
1;98;12;1;93398;22.03.2021;4355;109.28;35.84
1;98;10;2;50335;26.03.2021;1576;47.45;31.79
3;66;5;2;76833;22.03.2021;6170;437.20;263.33
4;4;12;2;26335;08.03.2021;1580;109.28;35.84
4;175;9;2;74314;13.03.2021;3280;81.73;56.67
5;87;1;1;43276;01.03.2021;3775;668.27;502.54
1;97;11;2;77756;21.03.2021;7601;152.58;97.44
4;2;2;1;59322;12.03.2021;6324;255.28;159.42
7;112;1;1;11572;13.03.2021;3545;668.27;502.54
5;45;12;2;55136;10.03.2021;9893;109.28;35.84
3;46;3;1;92676;09.03.2021;8028;421.89;364.69
7;103;1;1;33883;09.03.2021;7644;668.27;502.54
4;100;8;1;20482;23.03.2021;463;651.21;524.96
4;82;6;1;21227;11.03.2021;5241;9.33;6.92
3;61;7;1;56904;10.03.2021;2764;154.06;90.93
4;37;10;2;65332;28.03.2021;850;47.45;31.79
7;28;10;2;36357;23.03.2021;9346;47.45;31.79
4;4;9;2;56861;29.03.2021;5133;81.73;56.67
4;154;9;2;85755;27.03.2021;7123;81.73;56.67
5;74;4;1;88980;12.03.2021;1256;205.70;117.11
1;84;3;2;84510;03.03.2021;5507;421.89;364.69
5;130;11;2;97351;29.03.2021;4882;152.58;97.44
7;24;3;1;24539;30.03.2021;6415;421.89;364.69
7;110;6;2;40140;28.03.2021;4174;9.33;6.92
2;8;7;2;10254;03.03.2021;4259;154.06;90.93
3;137;6;2;78010;08.03.2021;9798;9.33;6.92
3;16;6;2;78570;18.03.2021;5953;9.33;6.92
3;125;1;1;34125;03.03.2021;4917;668.27;502.54
7;24;9;2;18900;08.03.2021;913;81.73;56.67
2;113;4;2;24150;30.03.2021;5196;205.70;117.11
3;13;4;2;93160;20.03.2021;1051;205.70;117.11
1;69;1;1;96248;30.03.2021;8797;668.27;502.54
7;166;3;1;45762;08.03.2021;782;421.89;364.69
6;104;3;2;51083;06.03.2021;6387;421.89;364.69
1;85;5;2;93621;28.03.2021;7021;437.20;263.33
4;93;7;1;71820;03.03.2021;1127;154.06;90.93
6;104;7;1;26152;24.03.2021;9180;154.06;90.93
7;103;1;2;94122;12.03.2021;8683;668.27;502.54
4;147;12;2;15267;06.03.2021;9174;109.28;35.84
5;78;10;2;76154;30.03.2021;7219;47.45;31.79
4;121;6;2;75382;04.03.2021;1418;9.33;6.92
5;83;2;2;88580;21.03.2021;7399;255.28;159.42
5;141;4;2;63409;20.03.2021;2824;205.70;117.11
7;63;1;1;44563;18.03.2021;2386;668.27;502.54
7;157;3;1;38764;15.03.2021;2808;421.89;364.69
1;98;3;1;59768;05.03.2021;7845;421.89;364.69
7;131;7;1;83361;26.03.2021;3283;154.06;90.93
3;6;11;2;92359;18.03.2021;1940;152.58;97.44
5;176;7;2;31612;02.03.2021;8664;154.06;90.93
7;151;9;1;33000;04.03.2021;5335;81.73;56.67
4;38;12;1;10434;07.03.2021;5864;109.28;35.84
2;113;3;1;64855;28.03.2021;1194;421.89;364.69
2;126;10;1;79238;28.03.2021;4298;47.45;31.79
2;149;6;2;33588;03.03.2021;5181;9.33;6.92
4;143;9;2;49941;24.03.2021;5879;81.73;56.67
4;68;4;2;77363;26.03.2021;5460;205.70;117.11
4;100;3;1;26955;14.03.2021;5022;421.89;364.69
7;102;10;1;86845;24.03.2021;2695;47.45;31.79
3;43;2;1;47194;04.03.2021;8640;255.28;159.42
5;122;9;2;65196;29.03.2021;50;81.73;56.67
1;70;6;2;80074;28.03.2021;6149;9.33;6.92
7;64;1;1;38082;07.03.2021;3190;668.27;502.54
1;152;6;1;27507;17.03.2021;9461;9.33;6.92
7;167;8;1;53666;20.03.2021;278;651.21;524.96
5;87;3;1;83908;07.03.2021;2991;421.89;364.69
5;183;11;1;92613;14.03.2021;1979;152.58;97.44
4;4;3;2;16191;18.03.2021;3653;421.89;364.69
7;102;1;2;68086;21.03.2021;1456;668.27;502.54
4;49;7;1;63770;03.03.2021;861;154.06;90.93
7;30;3;2;95749;06.03.2021;4373;421.89;364.69
7;20;2;1;38560;18.03.2021;6529;255.28;159.42
4;68;1;1;43768;05.03.2021;8895;668.27;502.54
7;119;4;1;44973;09.03.2021;5071;205.70;117.11
4;148;2;2;72805;27.03.2021;5686;255.28;159.42
3;135;2;1;29924;27.03.2021;3402;255.28;159.42
2;168;3;2;96024;19.03.2021;7910;421.89;364.69
1;162;11;2;52828;10.03.2021;935;152.58;97.44
1;70;9;2;49091;28.03.2021;1230;81.73;56.67
3;42;1;1;15598;22.03.2021;9584;668.27;502.54
1;152;3;1;70168;13.03.2021;3812;421.89;364.69
3;42;2;2;22649;04.03.2021;3763;255.28;159.42
7;41;7;1;49921;07.03.2021;6318;154.06;90.93
2;8;6;2;20894;30.03.2021;387;9.33;6.92
2;168;11;2;81512;12.03.2021;1913;152.58;97.44
3;136;9;1;69748;07.03.2021;8869;81.73;56.67
2;180;3;2;10606;29.03.2021;6261;421.89;364.69
1;120;2;2;71124;21.03.2021;1124;255.28;159.42
5;78;1;1;65368;23.03.2021;7527;668.27;502.54
7;28;2;2;39436;04.03.2021;1566;255.28;159.42
5;150;7;2;46460;19.03.2021;6373;154.06;90.93
4;73;2;1;11600;30.03.2021;7109;255.28;159.42
1;85;7;1;47048;07.03.2021;5965;154.06;90.93
5;3;7;2;47028;22.03.2021;7166;154.06;90.93
7;142;4;2;92795;05.03.2021;1966;205.70;117.11
4;35;1;2;47635;16.03.2021;3652;668.27;502.54
1;69;2;2;51866;11.03.2021;2540;255.28;159.42
4;93;11;1;27835;09.03.2021;981;152.58;97.44
5;176;2;1;84924;20.03.2021;8352;255.28;159.42
5;171;4;2;24542;20.03.2021;6066;205.70;117.11
4;139;11;2;15133;10.03.2021;2566;152.58;97.44
7;163;1;1;97170;15.03.2021;8323;668.27;502.54
7;142;5;1;48158;30.03.2021;844;437.20;263.33
3;76;3;2;57633;10.03.2021;9665;421.89;364.69
7;110;5;1;52163;22.03.2021;1353;437.20;263.33
2;180;5;2;10345;19.03.2021;4506;437.20;263.33
1;120;10;2;97811;27.03.2021;4755;47.45;31.79
7;102;5;1;82221;26.03.2021;9761;437.20;263.33
4;132;4;1;98267;20.03.2021;4215;205.70;117.11
1;162;9;2;62673;13.03.2021;4842;81.73;56.67
5;170;8;2;79195;05.03.2021;5397;651.21;524.96
5;130;6;2;33617;12.03.2021;1665;9.33;6.92
7;110;10;1;88759;06.03.2021;6464;47.45;31.79
7;24;10;2;99467;19.03.2021;4643;47.45;31.79
7;144;11;1;17622;09.03.2021;8082;152.58;97.44
4;7;2;2;27136;03.03.2021;691;255.28;159.42
4;9;11;1;48950;02.03.2021;3413;152.58;97.44
1;107;9;1;56038;07.03.2021;9222;81.73;56.67
4;7;3;1;28405;03.03.2021;8123;421.89;364.69
4;75;1;2;88088;02.03.2021;2151;668.27;502.54
4;2;4;2;94153;13.03.2021;375;205.70;117.11
7;41;12;1;47700;23.03.2021;3892;109.28;35.84
2;52;9;1;46857;25.03.2021;832;81.73;56.67
2;52;7;1;61787;02.03.2021;1358;154.06;90.93
5;74;11;1;69681;03.03.2021;2661;152.58;97.44
1;70;9;2;99764;27.03.2021;3964;81.73;56.67
5;90;7;1;98290;11.03.2021;1523;154.06;90.93
4;49;8;2;63545;29.03.2021;3624;651.21;524.96
4;105;7;1;90847;27.03.2021;5584;154.06;90.93
4;82;8;1;57544;04.03.2021;4751;651.21;524.96
4;177;10;2;28016;26.03.2021;5507;47.45;31.79
1;12;2;1;28674;02.03.2021;4261;255.28;159.42
4;93;11;1;92962;10.03.2021;4457;152.58;97.44
5;122;7;1;36351;04.03.2021;1567;154.06;90.93
4;4;9;2;41348;10.03.2021;8097;81.73;56.67
4;49;7;1;72488;22.03.2021;8583;154.06;90.93
6;60;3;2;11339;13.03.2021;4592;421.89;364.69
7;185;1;2;61499;23.03.2021;9722;668.27;502.54
7;153;3;1;73598;23.03.2021;4605;421.89;364.69
7;50;1;1;40298;15.03.2021;1901;668.27;502.54
5;122;3;1;51291;29.03.2021;1301;421.89;364.69
7;157;3;1;68300;28.03.2021;4531;421.89;364.69
7;41;2;1;60080;14.03.2021;344;255.28;159.42
3;125;5;2;47418;07.03.2021;9528;437.20;263.33
7;142;6;1;58130;21.03.2021;9898;9.33;6.92
6;104;5;2;82066;06.03.2021;1305;437.20;263.33
5;170;5;2;26105;11.03.2021;627;437.20;263.33
4;93;4;2;29158;15.03.2021;6776;205.70;117.11
7;140;12;2;57169;06.03.2021;5695;109.28;35.84
4;9;10;1;38110;01.03.2021;5357;47.45;31.79
7;118;7;1;86986;30.03.2021;766;154.06;90.93
4;143;9;2;10833;10.03.2021;8959;81.73;56.67
3;76;7;1;73720;19.03.2021;4004;154.06;90.93
6;60;11;2;51744;01.03.2021;1999;152.58;97.44
7;157;1;2;88035;12.03.2021;6073;668.27;502.54
5;170;2;1;17755;08.03.2021;1389;255.28;159.42
3;13;5;2;43096;27.03.2021;138;437.20;263.33
7;24;6;2;58281;16.03.2021;6543;9.33;6.92
7;110;7;2;54566;11.03.2021;1861;154.06;90.93
1;164;8;2;75236;09.03.2021;9377;651.21;524.96
1;114;3;1;80609;02.03.2021;9408;421.89;364.69
1;179;7;2;83033;12.03.2021;4304;154.06;90.93
1;79;1;1;11889;02.03.2021;3443;668.27;502.54
4;159;5;2;28588;19.03.2021;8237;437.20;263.33
3;62;9;2;31571;28.03.2021;7129;81.73;56.67
4;19;6;1;61313;05.03.2021;592;9.33;6.92
2;116;11;1;75319;21.03.2021;6130;152.58;97.44
7;103;8;2;83124;07.03.2021;3281;651.21;524.96
4;177;9;2;11296;03.03.2021;8612;81.73;56.67
3;46;7;1;18434;10.03.2021;720;154.06;90.93
2;126;2;1;90167;17.03.2021;5236;255.28;159.42
4;115;8;2;84157;21.03.2021;9822;651.21;524.96
5;141;12;1;45096;25.03.2021;9169;109.28;35.84
4;94;12;1;69707;29.03.2021;1;109.28;35.84
4;143;8;1;81746;09.03.2021;6073;651.21;524.96
7;99;7;1;56999;19.03.2021;3172;154.06;90.93
5;3;6;1;68283;21.03.2021;4114;9.33;6.92
5;45;12;1;60446;16.03.2021;3748;109.28;35.84
7;184;7;2;75369;14.03.2021;3954;154.06;90.93
4;19;8;1;26963;01.03.2021;8643;651.21;524.96
7;24;8;1;16169;03.03.2021;8758;651.21;524.96
5;176;3;2;15963;25.03.2021;7272;421.89;364.69
3;137;2;2;96348;07.03.2021;4190;255.28;159.42
4;53;11;1;19360;28.03.2021;1548;152.58;97.44
5;141;7;2;94068;05.03.2021;8414;154.06;90.93
1;146;5;2;51569;18.03.2021;5887;437.20;263.33
1;161;3;2;79995;11.03.2021;2095;421.89;364.69
4;49;10;2;59504;13.03.2021;7201;47.45;31.79
5;109;6;2;57291;27.03.2021;8396;9.33;6.92
1;114;5;1;12579;24.03.2021;4904;437.20;263.33
7;32;5;2;51623;21.03.2021;2981;437.20;263.33
7;24;12;2;82708;27.03.2021;912;109.28;35.84
1;31;3;2;21152;18.03.2021;4014;421.89;364.69
3;136;3;2;14304;21.03.2021;9637;421.89;364.69
7;119;6;2;36544;10.03.2021;2160;9.33;6.92
7;88;1;1;24283;11.03.2021;7994;668.27;502.54
1;97;5;1;10962;13.03.2021;582;437.20;263.33
5;10;3;2;82057;22.03.2021;5398;421.89;364.69
7;184;11;2;60071;19.03.2021;4945;152.58;97.44
1;84;11;2;89542;07.03.2021;3761;152.58;97.44
7;63;3;1;52035;13.03.2021;3413;421.89;364.69
1;79;8;1;61150;30.03.2021;7499;651.21;524.96
4;38;6;1;57517;08.03.2021;6649;9.33;6.92
7;185;3;1;33797;11.03.2021;3524;421.89;364.69
4;159;12;2;79682;16.03.2021;7818;109.28;35.84
7;32;7;2;66896;23.03.2021;1253;154.06;90.93
4;154;1;1;54194;07.03.2021;2583;668.27;502.54
7;48;11;2;62362;01.03.2021;2597;152.58;97.44
7;131;5;1;29217;29.03.2021;9110;437.20;263.33
3;165;9;2;34608;07.03.2021;1972;81.73;56.67
7;118;6;1;75414;19.03.2021;8062;9.33;6.92
2;124;4;1;20548;19.03.2021;6291;205.70;117.11
7;80;11;1;15951;01.03.2021;2602;152.58;97.44
1;12;7;2;79597;23.03.2021;4969;154.06;90.93
7;41;8;2;56491;08.03.2021;8396;651.21;524.96
2;138;8;1;23668;07.03.2021;9919;651.21;524.96
1;161;5;2;65197;24.03.2021;3606;437.20;263.33
4;106;10;2;47176;02.03.2021;5556;47.45;31.79
3;61;5;1;22735;24.03.2021;8898;437.20;263.33
5;74;5;2;97035;17.03.2021;8794;437.20;263.33
1;164;5;2;22268;11.03.2021;7435;437.20;263.33
4;2;7;1;52659;26.03.2021;9046;154.06;90.93
7;142;11;2;89461;26.03.2021;4882;152.58;97.44
1;12;8;2;85961;06.03.2021;8227;651.21;524.96
5;122;6;1;92477;09.03.2021;9401;9.33;6.92
2;8;2;1;31356;22.03.2021;752;255.28;159.42
7;163;9;1;11980;19.03.2021;1658;81.73;56.67
7;112;3;2;15759;03.03.2021;3533;421.89;364.69
7;96;3;2;31135;04.03.2021;4817;421.89;364.69
7;80;2;2;98582;01.03.2021;5985;255.28;159.42
1;162;1;2;85605;21.03.2021;4541;668.27;502.54
1;98;9;1;91740;06.03.2021;22;81.73;56.67
4;4;6;2;43555;09.03.2021;8995;9.33;6.92
5;176;1;1;99648;14.03.2021;59;668.27;502.54
2;51;6;2;65649;27.03.2021;8843;9.33;6.92
5;1;11;1;69218;12.03.2021;3008;152.58;97.44
1;152;9;2;65050;11.03.2021;7248;81.73;56.67
7;64;5;2;59866;13.03.2021;8285;437.20;263.33
7;80;1;2;67423;23.03.2021;9875;668.27;502.54
4;121;9;2;63506;25.03.2021;7803;81.73;56.67
6;104;11;2;30932;10.03.2021;4888;152.58;97.44
7;39;12;1;94550;30.03.2021;5977;109.28;35.84
1;31;2;2;26241;26.03.2021;2951;255.28;159.42
4;75;2;2;99915;07.03.2021;9720;255.28;159.42
1;182;4;1;56514;08.03.2021;7227;205.70;117.11
4;158;9;1;49012;29.03.2021;8447;81.73;56.67
1;98;9;2;57415;22.03.2021;3382;81.73;56.67
4;67;6;2;23758;20.03.2021;4071;9.33;6.92
5;176;12;2;77108;09.03.2021;9579;109.28;35.84
6;27;11;2;38564;04.03.2021;1007;152.58;97.44
4;57;9;1;96257;21.03.2021;6482;81.73;56.67
7;96;1;1;40347;15.03.2021;6168;668.27;502.54
4;19;10;2;28027;19.03.2021;7256;47.45;31.79
5;122;11;2;88519;27.03.2021;8969;152.58;97.44
4;2;6;2;78080;12.03.2021;7564;9.33;6.92
1;111;7;2;84996;18.03.2021;1325;154.06;90.93
7;24;11;2;24583;30.03.2021;5570;152.58;97.44
2;116;12;1;44190;04.03.2021;7648;109.28;35.84
5;109;1;1;28197;02.03.2021;1938;668.27;502.54
3;125;9;1;93016;23.03.2021;4853;81.73;56.67
7;95;1;2;92088;08.03.2021;9833;668.27;502.54
5;11;11;1;20888;06.03.2021;2354;152.58;97.44
3;61;6;2;61920;12.03.2021;4919;9.33;6.92
7;140;9;1;89720;13.03.2021;2065;81.73;56.67
1;152;12;2;75856;13.03.2021;5359;109.28;35.84
5;160;7;1;43926;10.03.2021;8400;154.06;90.93
7;119;4;2;24561;17.03.2021;1818;205.70;117.11
1;182;3;1;10421;21.03.2021;8273;421.89;364.69
7;145;5;1;91199;18.03.2021;7459;437.20;263.33
3;61;7;1;48618;04.03.2021;1099;154.06;90.93
4;38;3;2;31433;14.03.2021;7948;421.89;364.69
7;185;1;1;60431;13.03.2021;8791;668.27;502.54
3;125;6;2;73428;16.03.2021;1447;9.33;6.92
3;135;5;2;60274;15.03.2021;5763;437.20;263.33
4;139;9;2;17849;07.03.2021;8621;81.73;56.67
3;33;6;2;85062;21.03.2021;8930;9.33;6.92
7;63;5;2;47858;04.03.2021;2634;437.20;263.33
7;63;2;2;14209;19.03.2021;7706;255.28;159.42
7;28;9;1;99120;02.03.2021;9150;81.73;56.67
4;181;8;1;19628;18.03.2021;4004;651.21;524.96
7;20;5;2;39800;15.03.2021;6334;437.20;263.33
4;86;4;1;25734;14.03.2021;2238;205.70;117.11
4;73;11;1;30560;03.03.2021;4848;152.58;97.44
5;72;3;2;69440;05.03.2021;9324;421.89;364.69
7;50;8;2;74566;28.03.2021;7858;651.21;524.96
2;44;1;2;30161;02.03.2021;4674;668.27;502.54
2;51;8;2;17481;26.03.2021;1027;651.21;524.96
2;81;9;1;79811;15.03.2021;203;81.73;56.67
4;92;5;1;87470;12.03.2021;2519;437.20;263.33
7;58;10;2;52804;18.03.2021;325;47.45;31.79
7;96;1;1;85196;19.03.2021;2999;668.27;502.54
5;90;2;1;76054;08.03.2021;1954;255.28;159.42
1;152;9;1;13823;04.03.2021;5630;81.73;56.67
4;35;2;1;28975;12.03.2021;4503;255.28;159.42
4;54;1;2;79016;08.03.2021;6077;668.27;502.54
4;86;11;2;83481;13.03.2021;9888;152.58;97.44
1;127;2;1;58939;18.03.2021;2504;255.28;159.42
2;173;6;2;73986;08.03.2021;2522;9.33;6.92
2;173;12;1;24255;07.03.2021;5574;109.28;35.84
7;184;3;1;37405;07.03.2021;9320;421.89;364.69
2;51;9;2;68129;16.03.2021;8452;81.73;56.67
5;83;11;1;33150;30.03.2021;9694;152.58;97.44
1;179;4;1;36225;25.03.2021;6801;205.70;117.11
5;3;4;1;53137;07.03.2021;5560;205.70;117.11
2;180;3;2;66706;10.03.2021;8787;421.89;364.69
4;40;10;2;21780;10.03.2021;1331;47.45;31.79
5;83;10;1;50238;23.03.2021;5073;47.45;31.79
6;27;12;1;65992;29.03.2021;3922;109.28;35.84
7;5;2;1;79983;26.03.2021;8822;255.28;159.42
7;99;11;2;65187;27.03.2021;2746;152.58;97.44
3;16;8;1;91607;25.03.2021;5700;651.21;524.96
4;128;10;2;11280;15.03.2021;9718;47.45;31.79
4;54;7;2;43273;04.03.2021;3869;154.06;90.93
1;69;1;1;98684;21.03.2021;9252;668.27;502.54
7;17;11;2;95645;02.03.2021;3995;152.58;97.44
4;38;9;2;94315;15.03.2021;8261;81.73;56.67
4;128;1;2;71887;17.03.2021;9241;668.27;502.54
4;91;12;1;57585;14.03.2021;6160;109.28;35.84
7;163;8;1;87663;24.03.2021;5271;651.21;524.96
3;6;4;2;70409;09.03.2021;4862;205.70;117.11
4;91;7;1;11138;10.03.2021;250;154.06;90.93
4;49;6;2;57200;23.03.2021;8783;9.33;6.92
3;169;7;1;92975;11.03.2021;4841;154.06;90.93
6;178;1;1;54874;15.03.2021;4836;668.27;502.54
3;42;7;2;66339;02.03.2021;2209;154.06;90.93
5;141;8;2;32844;24.03.2021;2434;651.21;524.96
4;57;11;2;46893;26.03.2021;8017;152.58;97.44
7;30;3;2;73024;17.03.2021;3493;421.89;364.69
4;92;4;2;82802;19.03.2021;430;205.70;117.11
4;158;8;1;99828;28.03.2021;2426;651.21;524.96
4;93;5;1;64730;29.03.2021;111;437.20;263.33
4;108;12;2;60170;25.03.2021;6147;109.28;35.84
4;9;12;2;85840;13.03.2021;226;109.28;35.84
